gene	KEGG.ID
Ddx11	K11273
Wdhd1	K11274
H1f6	K11275
H1f3	K11275
H1f0	K11275
H1f10	K11275
H1f2	K11275
H1f4	K11275
H1f5	K11275
H1f1	K11275
Npm1	K11276
Npm2	K11277
Npm3	K11278
Nap1l1	K11279
Nap1l2	K11280
Nap1l3	K11281
Nap1l4	K11282
Nap1l5	K11283
Tspyl1	K11284
Tspyl2	K11285
Tspyl3	K11286
Tspyl4	K11287
Tspyl5	K11288
Set	K11290
Nasp	K11291
Supt6	K11292
Hira	K11293
Ncl	K11294
Hmgb2	K11295
Hmgb3	K11296
Hmgb4	K11297
Hmgxb4	K11298
Hmgn1	K11299
Gm16510	K11300
Gm20379	K11300
Hmgn2	K11300
Gm5899	K11300
Gm6750	K11300
Hmgn3	K11301
Hat1	K11303
Kat5	K11304
Kat6a	K11305
Kat6b	K11306
Kat7	K11307
Kat8	K11308
Gtf3c4	K11310
Supt3	K11313
Tada2a	K11314
Tada3	K11315
Supt7l	K11316
Tada1	K11317
Atxn7	K11318
Atxn7l1	K11318
Atxn7l2	K11318
Ing3	K11319
Ep400	K11320
Brd8	K11321
Epc1	K11322
Epc2	K11322
Jmjd6	K11323
Dmap1	K11324
Ruvbl2	K11338
Morf4l1	K11339
Actl6a	K11340
Yeats4	K11341
Morf4l2	K11342
Mrgbp	K11343
Meaf6	K11344
Ing5	K11345
Ing4	K11346
Jade1	K11347
Brpf1	K11348
Brd1	K11349
Brpf3	K11350
Ndufb11	K11351
Ndufa12	K11352
Ndufa13	K11353
Atxn7l3	K11363
Sgf29	K11364
Usp22	K11366
Usp27x	K11366
Usp51	K11366
Chd1	K11367
Eny2	K11368
Elp1	K11373
Elp2	K11374
Elp4	K11375
Elp5	K11376
Elp6	K11377
Clybl	K11390
Mettl16	K11393
Prodh2	K11394
Hdac3	K11404
Hdac8	K11405
Hdac5	K11406
Hdac4	K11406
Hdac6	K11407
Hdac7	K11408
Hdac9	K11409
Sirt1	K11411
Sirt2	K11412
Sirt3	K11413
Sirt4	K11414
Sirt5	K11415
Sirt6	K11416
Sirt7	K11417
Hdac11	K11418
Suv39h1	K11419
Suv39h2	K11419
Ehmt2	K11420
Ehmt1	K11420
Setdb1	K11421
Setd1b	K11422
Setd1a	K11422
Setd2	K11423
Nsd2	K11424
Nsd3	K11425
Smyd1	K11426
Smyd2	K11426
Smyd3	K11426
Dot1l	K11427
Kmt5a	K11428
Kmt5b	K11429
Kmt5c	K11429
Ezh2	K11430
Setd7	K11431
Prdm2	K11432
Setmar	K11433
Prmt1	K11434
Prmt2	K11435
Prmt3	K11436
Prmt6	K11437
Prmt7	K11438
Prmt8	K11439
Kdm7a	K11445
Kdm5c	K11446
Kdm5d	K11446
Kdm5a	K11446
Kdm5b	K11446
Kdm6a	K11447
Uty	K11447
Kdm6b	K11448
Jmjd1c	K11449
Kdm1a	K11450
Cbx2	K11451
Cbx4	K11452
Cbx6	K11453
Cbx7	K11454
Cbx8	K11455
Phc1	K11456
Phc2	K11457
Phc3	K11458
Bmi1	K11459
Pcgf2	K11460
Scmh1	K11461
Eed	K11462
Suz12	K11463
Scml2	K11465
Scml4	K11466
Phf1	K11467
Yaf2	K11468
Rybp	K11469
Rybp-ps	K11469
Pcgf6	K11470
Asxl3	K11471
Asxl1	K11471
Asxl2	K11471
Jarid2	K11478
Aurkb	K11479
Aurkc	K11480
Aurka	K11481
Mtf2	K11485
Phf19	K11486
Pcgf1	K11487
Pcgf3	K11488
Pcgf5	K11489
Ncaph2	K11490
Ncapd3	K11491
Ncapg2	K11492
Rcc1	K11493
Rcbtb2	K11494
Rcbtb1	K11494
Cenpa	K11495
Cenpb	K11496
Cenpc1	K11497
Cenpe	K11498
Cenpf	K11499
Cenph	K11500
Cenpi	K11501
Cenpj	K11502
Cenpk	K11503
Cenpl	K11504
Cenpm	K11505
Cenpn	K11506
Cenpo	K11507
Cenpp	K11508
Cenpq	K11509
Itgb3bp	K11510
Cenps	K11511
Cenpt	K11512
Cenpu	K11513
Cdca8	K11514
Incenp	K11515
Zfp42	K11516
Hao1	K11517
Hao2	K11517
Tomm40	K11518
Tomm40l	K11518
Derl1	K11519
Glyctk	K11529
Slc28a3	K11536
Slc28a2	K11536
Slc28a2b	K11536
Slc28a1	K11536
Acad8	K11538
Cbr4	K11539
Cad	K11540
Knl1	K11542
Mis12	K11543
Dsn1	K11544
Nsl1	K11545
Pmf1	K11546
Ndc80	K11547
Nuf2	K11548
Spc24	K11549
Spc25	K11550
Mis18a	K11564
Oip5	K11565
Kntc1	K11577
Zw10	K11578
Zwilch	K11579
Sgo1	K11580
Sgo2b	K11581
Sgo2a	K11581
Gm2436	K11583
Gm2446	K11583
Ppp2r3d	K11583
Ppp2r3a	K11583
Ppp2r3c	K11583
Ppp2r5d	K11584
Ppp2r5b	K11584
Ppp2r5a	K11584
Ppp2r5c	K11584
Ppp2r5e	K11584
Cbx1	K11585
Cbx3	K11586
Cbx3-ps5	K11586
Cbx5	K11587
Mecp2	K11588
Mbd1	K11589
Mbd2	K11590
Mbd3	K11591
Dicer1	K11592
Ago3	K11593
Ago1	K11593
Ago2	K11593
Ago4	K11593
D1Pas1	K11594
Ddx3x	K11594
Psmb11	K11598
Pomp	K11599
Exosc4	K11600
Chd3	K11642
Chd4	K11643
Sin3a	K11644
Smarca4	K11647
Smarca2	K11647
Smarcb1	K11648
Smarcc1	K11649
Smarcc2	K11649
Smarcd3	K11650
Smarcd2	K11650
Smarcd1	K11650
Smarce1	K11651
Actl6b	K11652
Arid1b	K11653
Arid1a	K11653
Smarca5	K11654
Baz1a	K11655
Chrac1	K11656
Rsf1	K11657
Baz1b	K11658
Rbbp7	K11659
Mta1	K11660
Mta3	K11660
Mta2	K11660
Srcap	K11661
Actr6	K11662
Znhit1	K11663
Vps72	K11664
Ino80	K11665
Ino80b	K11666
Ino80c	K11667
Ino80d	K11668
Ino80e	K11669
Tfpt	K11670
Nfrkb	K11671
Actr5	K11672
Actr8	K11673
Mcrs1	K11674
Colgalt1	K11703
Colgalt2	K11703
Pggt1b	K11713
Ern2	K11715
Cdk5r1	K11716
Uggt1	K11718
Uggt2	K11718
Brd3	K11721
Brd4	K11722
Brd7	K11723
Brdt	K11724
Lhpp	K11725
Smarca1	K11727
Bptf	K11728
Acad10	K11729
Acad11	K11730
Pbrm1	K11757
Arid2	K11765
Dhdds	K11778
Gart	K11787
Dcaf1	K11789
Dtl	K11790
Dcaf15	K11791
Dda1	K11792
Crbn	K11793
Tor1aip2	K11794
Dcaf6	K11795
Trpc4ap	K11796
Phip	K11797
Brwd3	K11798
Brwd1	K11798
Dcaf4	K11799
Dcaf5	K11800
Dcaf11	K11801
Dcaf10	K11802
Dcaf12l2	K11803
Dcaf12l1	K11803
Dcaf12	K11803
Dcaf8	K11804
Dcaf7	K11805
Dcaf13	K11806
Wdtc1	K11807
Pgm2l1	K11809
Slc16a12	K11810
Sult2a1	K11822
Sult2a4	K11822
Sult2a5	K11822
Sult2a3	K11822
Sult2a6	K11822
Sult2a7	K11822
Sult2a8	K11822
Sult4a1	K11823
Ap2a1	K11824
Ap2a2	K11824
Ap2b1	K11825
Ap2m1	K11826
Ap2s1	K11827
Dlg4	K11828
Rcor1	K11829
Tfam	K11830
Nrf1	K11831
Usp1	K11832
Usp2	K11833
Usp49	K11834
Usp44	K11834
Usp4	K11835
Usp11	K11835
Usp5	K11836
Usp13	K11836
Usp32	K11837
Usp7	K11838
Usp8	K11839
Usp9y	K11840
Usp9x	K11840
Usp24	K11840
Usp10	K11841
Usp12	K11842
Usp46	K11842
Usp14	K11843
Usp16	K11844
Usp45	K11844
Usp17la	K11845
Usp17lc	K11845
Usp17lb	K11845
Usp17ld	K11845
Usp17le	K11845
Usp18	K11846
Usp19	K11847
Usp33	K11848
Usp20	K11848
Usp25	K11849
Usp37	K11850
Usp29	K11850
Usp26	K11850
Usp30	K11851
Usp31	K11852
Usp34	K11853
Usp35	K11854
Usp38	K11854
Usp36	K11855
Usp42	K11855
Usp43	K11856
Usp47	K11857
Usp48	K11858
Tnfaip3	K11859
Otud7a	K11860
Otud7b	K11860
Vcpip1	K11861
Zranb1	K11862
Atxn3	K11863
Brcc3	K11864
Mysm1	K11865
Stambp	K11866
Stambpl1	K11867
Usp40	K11869
Psmg1	K11875
Psmg2	K11876
Psmg3	K11877
Psmg4	K11878
Nob1	K11883
Pno1	K11884
Ddi2	K11885
Ddi1	K11885
Ecpas	K11886
Peli3	K11964
Peli1	K11964
Peli2	K11964
Ankib1	K11967
Arih1	K11968
Arih2	K11969
Cul9	K11970
Rnf14	K11971
Rnf19a	K11972
Rnf19b	K11973
Rnf31	K11974
Rnf144a	K11975
Rnf144b	K11975
Rnf216	K11976
Rnf217	K11977
Ubr3	K11978
Ubr7	K11979
Rnf11	K11980
Rnf41	K11981
Rnf115	K11982
Rnf126	K11982
Rnf182	K11983
Sart1	K11984
Traip	K11985
Usp3	K11986
Ptgs2	K11987
Shh	K11988
Ihh	K11989
Dhh	K11990
Acot8	K11992
Acot6	K11993
Dnase1	K11994
Dnase1l3	K11995
Dnase1l2	K11995
Dnase1l1	K11995
Mocs3	K11996
Trim3	K11997
Trim2	K11997
Trim34b	K11999
Trim6	K11999
Trim34a	K11999
Trim7	K12000
Trim8	K12001
Trim10	K12002
Trim13	K12003
Trim14	K12004
Trim15	K12005
Trim16	K12006
Trim17	K12007
Trim26	K12008
Trim27	K12009
Trim29	K12010
Trim31	K12011
Trim35	K12012
Trim36	K12013
Trim38	K12014
Trim39	K12015
Trim40	K12016
Trim41	K12017
Trim42	K12018
Trim43a	K12019
Trim43c	K12019
Trim43b	K12019
Trim44	K12020
Trim45	K12021
Trim46	K12022
Trim47	K12023
Trim50	K12024
Trim52	K12025
Trim56	K12026
Trim58	K12027
Trim59	K12028
Trim60	K12029
Trim61	K12029
Trim62	K12030
Trim65	K12031
Trim66	K12032
Trim68	K12033
Trim69	K12034
Trim71	K12035
Trim72	K12036
Trim75	K12037
Triml1	K12038
Triml2	K12039
Slc9a3	K12040
Slc9a7	K12041
Slc9a6	K12041
Tnnc2	K12042
Tnni2	K12043
Tnni3	K12044
Tnnt2	K12045
Tnnt3	K12046
Mgam	K12047
Dlg2	K12075
Dlg1	K12076
Pdk1	K12077
Hint3	K12150
Ubd	K12157
Nedd8	K12158
Isg15	K12159
Gm11971	K12160
Sumo2	K12160
Sumo3	K12160
Sumo1	K12160
Urm1	K12161
Ufm1	K12162
Zfand4	K12163
Uba5	K12164
Ufc1	K12165
Hace1	K12166
Hecw1	K12167
Hecw2	K12168
Rnf123	K12169
Rnf125	K12170
Sh3rf3	K12171
Sh3rf2	K12171
Sh3rf1	K12171
Ranbp2	K12172
Babam2	K12173
Ubac1	K12174
Gps1	K12175
Cops2	K12176
Cops3	K12177
Cops4	K12178
Cops6	K12179
Cops7a	K12180
Cops7b	K12180
Cops8	K12181
Hgs	K12182
Tsg101	K12183
Vps28	K12184
Vps37c	K12185
Vps37d	K12185
Vps37b	K12185
Vps37a	K12185
Mvb12b	K12186
Mvb12a	K12186
Snf8	K12188
Vps25	K12189
Vps36	K12190
Chmp2a	K12191
Chmp2b	K12192
Chmp3	K12193
Chmp4b	K12194
Chmp6	K12195
Vps4a	K12196
Vps4b	K12196
Chmp1a	K12197
Chmp1b	K12197
Chmp5	K12198
Vta1	K12199
Pdcd6ip	K12200
Slc2a7	K12201
Dapp1	K12229
Pik3ap1	K12230
Hectd1	K12231
Hectd2	K12232
Hectd3	K12233
Srr	K12235
Nfx1	K12236
Gc	K12258
Smox	K12259
Srxn1	K12260
Hacl1	K12261
Srprb	K12272
Sec62	K12275
Cel	K12298
Slc17a3	K12300
Slc17a1	K12300
Slc17a2	K12300
Slc17a4	K12300
Slc17a5	K12301
Slc17a6	K12302
Slc17a8	K12302
Slc17a7	K12302
Slc17a9	K12303
Cant1	K12304
Entpd4b	K12305
Entpd4	K12305
Mfsd8	K12307
Glb1	K12309
Ctbs	K12310
Man2b1	K12311
Man2b2	K12312
Acta2	K12313
Actc1	K12314
Actg2	K12315
Gaa	K12316
Ganc	K12317
Gucy1a2	K12318
Gucy1a1	K12318
Gucy1b2	K12319
Gucy1b1	K12319
Gucy2c	K12320
Gucy2d	K12321
Gucy2e	K12321
Gucy2f	K12322
Npr1	K12323
Npr2	K12324
Npr3	K12325
Rasgrf2	K12326
Cald1	K12327
Ppp1r14a	K12328
Ppp1r12b	K12329
Arhgef1	K12330
Arhgef11	K12331
Calcb	K12332
Calca	K12332
Adm	K12333
Nppa	K12334
Nppb	K12335
Nppc	K12336
Srd5a1	K12343
Srd5a2	K12344
Srd5a3	K12345
Slc11a1	K12347
Asah1	K12348
Asah2	K12349
Smpd1	K12350
Smpd2	K12351
Smpd3	K12352
Smpd4	K12353
Enpp7	K12354
Neu2	K12357
Neu4	K12357
Neu3	K12357
Foxo4	K12358
Cln6	K12359
Cln8	K12360
Rasgrp2	K12361
Rasgrp3	K12362
Rasgrp4	K12363
Prex1	K12365
Elmo1	K12366
Dock2	K12367
Hexa	K12373
Hexb	K12373
Arsj	K12375
Arsi	K12375
Arsk	K12376
Rasa3	K12380
Arsg	K12381
Psap	K12382
Psapl1	K12382
Gm2a	K12383
Scarb2	K12384
Npc1	K12385
Ctns	K12386
Laptm4b	K12387
Laptm5	K12387
Laptm4a	K12387
Sort1	K12388
Cln3	K12389
Cln5	K12390
Ap1g1	K12391
Ap1g2	K12391
Ap1b1	K12392
Ap1m1	K12393
Ap1m2	K12393
Ap1s2	K12394
Ap1s1	K12394
Ap1s3	K12395
Ap3d1	K12396
Ap3b1	K12397
Ap3b2	K12397
Ap3m1	K12398
Ap3m2	K12398
Ap3s1	K12399
Ap3s2	K12399
Ap4e1	K12400
Ap4b1	K12401
Ap4m1	K12402
Ap4s1	K12403
Gga1	K12404
Gga3	K12404
Gga2	K12404
Hsd17b4	K12405
Pklr	K12406
Gck	K12407
Hsd3b7	K12408
Gne	K12409
Acot11	K12417
Fads6	K12419
Anapc13	K12456
Ntf5	K12457
Zfp369	K12458
Zfp110	K12458
Sh2b3	K12459
Sh2b1	K12459
Kidins220	K12460
Frs2	K12461
Arhgdib	K12462
Arhgdig	K12462
Arhgdia	K12462
Prdm4	K12463
Maged1	K12464
Bex3	K12465
Ehd2	K12469
Sh3kbp1	K12470
Epn1	K12471
Epn2	K12471
Epn3	K12471
Eps15	K12472
Eps15l1	K12472
Ldlr	K12473
Ldlrap1	K12474
Dab2	K12475
Ehd3	K12476
Ehd4	K12477
Eea1	K12478
Vps45	K12479
Rabep1	K12480
Rbsn	K12481
Rufy1	K12482
Rufy2	K12482
Ehd1	K12483
Rab11fip5	K12484
Rab11fip2	K12484
Rab11fip1	K12484
Rab11fip3	K12485
Rab11fip4	K12485
Smap2	K12486
Smap1	K12486
Git2	K12487
Asap1	K12488
Asap2	K12488
Asap3	K12488
Acap3	K12489
Acap1	K12489
Acap2	K12489
Arap3	K12490
Agap3	K12491
Agap1	K12491
Arfgap1	K12492
Arfgap3	K12493
Arfgap2	K12493
Psd4	K12494
Psd3	K12494
Psd	K12494
Psd2	K12494
Iqsec1	K12495
Iqsec3	K12495
Iqsec2	K12495
Egr2	K12496
Egr3	K12497
Egr4	K12498
Ccl5	K12499
Pdss1	K12504
Pdss2	K12505
Lpo	K12550
Mybpc1	K12557
Mybpc2	K12558
Myo10	K12559
Fcgr2b	K12560
Marcks	K12561
Amph	K12562
Bin1	K12562
Sgcd	K12563
Sgcg	K12564
Sgca	K12565
Sgcb	K12566
Ttn	K12567
Mybpc3	K12568
Emd	K12569
Pan2	K12571
Pan3	K12572
Isg20	K12579
Cnot3	K12580
Cnot7	K12581
Cnot8	K12581
Dcps	K12584
Dis3	K12585
Exosc8	K12586
Exosc6	K12587
Exosc7	K12589
Exosc5	K12590
Exosc10	K12591
C1d	K12592
Mphosph6	K12593
Zcchc7	K12597
Mtrex	K12598
Cnot6	K12603
Cnot6l	K12603
Cnot1	K12604
Cnot2	K12605
Cnot9	K12606
Cnot10	K12607
Dcp1a	K12610
Dcp1b	K12611
Dcp2	K12613
Ddx6	K12614
Edc3	K12615
Edc4	K12616
Patl1	K12617
Xrn1	K12618
Xrn2	K12619
Lsm1	K12620
Lsm2	K12621
Lsm3	K12622
Lsm4	K12623
Lsm5	K12624
Lsm6	K12625
Lsm7	K12626
Lsm8	K12627
Lmna	K12641
Pkp2	K12642
Ifih1	K12647
Mavs	K12648
Dhx58	K12649
Tank	K12650
Azi2	K12651
Tbkbp1	K12652
Nlrx1	K12653
Sting1	K12654
Otud5	K12655
Sike1	K12656
Aldh18a1	K12657
Prpf4	K12662
Ech1	K12663
Cyp26b1	K12664
Cyp26c1	K12665
Rpn1	K12666
Rpn2	K12667
Dad1	K12668
Ddost	K12670
Cxcl10	K12671
Cxcl11	K12672
Ppil1	K12733
Ppil3	K12734
Ppil4	K12735
Ppwd1	K12736
Cwc27	K12737
Ppil6	K12739
Nktr	K12740
Hnrnpa1	K12741
Hnrnpa3	K12741
Hnrnpa1l2-ps2	K12741
Myl3	K12749
Myl4	K12750
Myl6	K12751
Myl6b	K12751
Myl7	K12754
Myl9	K12755
Myl10	K12756
Myl12a	K12757
Myl12b	K12757
Mylpf	K12758
Hormad1	K12778
Hormad2	K12778
Arhgef2	K12791
Trip6	K12792
Tab3	K12793
Card9	K12794
Sugt1	K12795
Erbin	K12796
Card6	K12797
Nlrp1a	K12798
Nlrp1b	K12798
Pycard	K12799
Nlrp3	K12800
Mefv	K12803
Pstpip1	K12804
Nlrc4	K12805
Naip1	K12807
Naip2	K12807
Naip5	K12807
Naip6	K12807
Ddx46	K12811
Ddx39b	K12812
Dhx16	K12813
Dhx38	K12815
Cdc40	K12816
Prpf18	K12817
Dhx8	K12818
Slu7	K12819
Dhx15	K12820
Prpf40b	K12821
Prpf40a	K12821
Rbm25	K12822
Ddx5	K12823
Tcerg1	K12824
Sf3a1	K12825
Sf3a2	K12826
Sf3a3	K12827
Sf3b1	K12828
Sf3b2	K12829
Sf3b3	K12830
Sf3b4	K12831
Sf3b5	K12832
Sf3b6	K12833
Gm21181	K12834
Gm20769	K12834
Phf5a	K12834
Ddx42	K12835
U2af1	K12836
U2af1l4	K12836
U2af2	K12837
Puf60	K12838
Smndc1	K12839
Rbm17	K12840
Cherp	K12841
U2surp	K12842
Prpf3	K12843
Prpf31	K12844
Snu13	K12845
Snrnp27	K12846
Usp39	K12847
Zmat2	K12848
Prpf38a	K12849
Prpf38b	K12850
Eftud2	K12852
Snrnp200	K12854
Prpf6	K12855
Prpf8	K12856
Snrnp40	K12857
Ddx23	K12858
Txnl4a	K12859
Cdc5l	K12860
Bcas2	K12861
Plrg1	K12862
Cwc15	K12863
Ctnnbl1	K12864
Pqbp1	K12865
Wbp11	K12866
Xab2	K12867
Syf2	K12868
Crnkl1	K12869
Isy1	K12870
Ccdc12	K12871
Rbm22	K12872
Bud31	K12873
Aqr	K12874
Acin1	K12875
Rbm8a	K12876
Magoh	K12877
Magohb	K12877
Thoc1	K12878
Thoc2l	K12879
Thoc2	K12879
Thoc3	K12880
Alyref	K12881
Alyref2	K12881
Ncbp1	K12882
Ncbp2	K12883
Hnrnpc	K12884
Rbmx	K12885
Hnrnpk	K12886
Hnrnpm	K12887
Hnrnpu	K12888
Pcbp1	K12889
Srsf1	K12890
Srsf2	K12891
Srsf3	K12892
Srsf5	K12893
Srsf4	K12893
Srsf6	K12893
Hnrnpa0	K12894
Raly	K12895
Srsf7	K12896
Tra2a	K12897
Tra2b	K12897
Hnrnph3	K12898
Hnrnph2	K12898
Hnrnph1	K12898
Hnrnpf	K12898
Srsf11	K12899
Srsf10	K12900
Spcs1	K12946
Spcs2	K12947
Arxes1	K12948
Spcs3	K12948
Arxes2	K12948
Cav2	K12958
Cav3	K12959
Ccl4	K12964
Zbp1	K12965
Aim2	K12966
Il33	K12967
Adar	K12968
Ifi202b	K12971
Cpz	K13022
Cpn2	K13023
Ppip5k2	K13024
Ppip5k1	K13024
Eif4a3	K13025
Gm5576	K13025
Eif4a3l1	K13025
Dhx57	K13026
Hnrnpd	K13044
Hnrnpab	K13044
Hnrnpdl	K13044
Tll2	K13047
Pm20d1	K13049
Pcsk9	K13050
Asrgl1	K13051
Rec8	K13054
Stag3	K13055
Ccl25	K13072
Pigr	K13073
Pip4p1	K13084
Pip4p2	K13084
Bclaf1	K13087
Elavl1	K13088
Ilf2	K13089
Ilf3	K13090
Rbm39	K13091
Zc3h18	K13092
Htatsf1	K13093
Rbm10	K13094
Gm15455	K13094
Rbm5	K13094
Sf1	K13095
Sugp1	K13096
Tet1	K13097
Fus	K13098
Cd2bp2	K13099
Cwc22	K13100
Gpkow	K13101
Kin	K13102
Tfip11	K13103
Zfp830	K13104
Prcc	K13105
Bud13	K13106
Rbmx2	K13107
Snip1	K13108
Ik	K13109
Mfap1b	K13110
Mfap1a	K13110
Smu1	K13111
Thrap3	K13112
Gm5955	K13113
Ubl5	K13113
Pnn	K13114
Ddx41	K13116
Dhx35	K13117
Ess2	K13118
Fam50a	K13119
Fam50b	K13119
Fam32a	K13120
Fra10ac1	K13121
Frg1	K13122
Gpatch1	K13123
Wdr83	K13124
Nosip	K13125
Pabpc1	K13126
Pabpc2	K13126
Pabpc4	K13126
Pabpc4l	K13126
Pabpc1l	K13126
Pabpc6	K13126
Pabpc5	K13126
Rnf113a2	K13127
Rnf113a1	K13127
Zcchc8	K13128
Smn1	K13129
Gemin2	K13130
Ddx20	K13131
Gemin4	K13132
Gemin5	K13133
Gm3678	K13134
Gemin6-ps	K13134
Gemin6	K13134
Gemin7	K13135
Gemin8	K13136
Strap	K13137
Ints1	K13138
Ints2	K13139
Ints3	K13140
Ints4	K13141
Ints5	K13142
Ints6	K13143
Ints7	K13144
Ints8	K13145
Ints9	K13146
Ints10	K13147
Ints11	K13148
Ints12	K13149
Coil	K13150
Snupn	K13151
Zmat5	K13152
Snrnp25	K13153
Zcrb1	K13154
Snrnp35	K13155
Snrnp48	K13156
Rnpc3	K13157
Hnrnpa2b1	K13158
Hnrnpl	K13159
Hnrnpll	K13159
Syncrip	K13160
Hnrnpr	K13161
Pcbp2	K13162
Msl1	K13163
Msl2	K13164
Srek1	K13165
Sugp2	K13166
Scaf4	K13167
Clasrp	K13168
Akap17b	K13169
Pnisr	K13170
Srrm1	K13171
Srrm2	K13172
Arglu1	K13173
Thoc5	K13174
Thoc6	K13175
Thoc7	K13176
Ddx1	K13177
Ddx17	K13178
Ddx18	K13179
Ints6l	K13180
Ddx27	K13181
Ddx50	K13183
Dhx9	K13184
Dhx30	K13185
Rbm3-ps	K13186
Rbm3	K13186
Gm21992	K13187
Rbm4	K13187
Rbm4b	K13187
Rbm7	K13188
Rbm14	K13189
Rbm15b	K13190
Rbm15	K13190
Scaf8	K13191
Rbm26	K13192
Rbm27	K13193
Adarb1	K13194
Adarb2	K13194
Cirbp	K13195
Dpf2	K13196
Igf2bp3	K13197
Khdrbs1	K13198
Serbp1	K13199
Strbp	K13200
Tia1	K13201
Tial1	K13201
Toe1	K13202
Zfr2	K13203
Zfr	K13203
Zfp326	K13204
Aar2	K13205
Nsrp1	K13206
Celf4	K13207
Celf1	K13207
Celf2	K13207
Celf5	K13207
Celf6	K13207
Celf3	K13207
Elavl2	K13208
Elavl3	K13208
Elavl4	K13208
Ewsr1	K13209
Khsrp	K13210
Fubp3	K13210
Fubp1	K13210
Paxbp1	K13211
Luc7l2	K13212
Matr3	K13213
Nono	K13214
Nrip2	K13215
Ppp1r8	K13216
Prpf39	K13217
Ptbp1	K13218
Sfpq	K13219
Wbp4	K13220
Wdr77	K13221
Decr1	K13236
Decr2	K13237
Eci1	K13238
Eci2	K13239
Eci3	K13239
Nos1	K13240
Nos2	K13241
Nos3	K13242
Cryl1	K13247
Phospho2	K13248
Ssr1	K13249
Ssr2	K13250
Ssr3	K13251
Spast	K13254
Pmvk	K13273
Aspg	K13278
Prdx1	K13279
Sec11a	K13280
Sec11c	K13280
Rexo2	K13288
Ctsa	K13289
Tut7	K13291
Tut4	K13291
Pde4c	K13293
Pde4a	K13293
Pde4b	K13293
Pde4d	K13293
Aplf	K13295
Pde3b	K13296
Ptprt	K13297
Pde11a	K13298
Gstk1	K13299
Sgk1	K13302
Sgk2	K13303
Sgk3	K13304
Nedd4l	K13305
Pex16	K13335
Pex3	K13336
Pex19	K13337
Pex1	K13338
Pex6	K13339
Pex26	K13340
Pex7	K13341
Pex5	K13342
Pex5l	K13342
Pex14	K13343
Pex13	K13344
Pex12	K13345
Pex10	K13346
Pxmp2	K13347
Mpv17	K13348
Mpv17l2	K13348
Mpv17l	K13349
Pxmp4	K13350
Pex11a	K13351
Pex11b	K13352
Pex11g	K13353
Slc25a17	K13354
Nudt19	K13355
Far2	K13356
Far1	K13356
Fxyd4	K13359
Fxyd1	K13360
Fxyd3	K13361
Fxyd5	K13362
Fxyd6	K13363
Fxyd7	K13364
Hsd17b2	K13368
Hsd17b6	K13369
Hsd17b7	K13373
Akr1c13	K13374
Akr1c12	K13374
Tgfb1	K13375
Tgfb2	K13376
Tgfb3	K13377
Mthfd1l	K13402
Mthfd2	K13403
Mthfd2l	K13403
Duox2	K13411
Duox1	K13411
Umps	K13421
Retnlg	K13438
Retn	K13438
Npc2	K13443
Sumf1	K13444
Urad	K13485
Chsy1	K13499
Chsy3	K13499
Stx4a	K13502
Vamp2	K13504
Vamp3	K13505
Gpat4	K13506
Gpat3	K13506
Agpat1	K13509
Agpat2	K13509
Lpcat1	K13510
Lpcat2	K13510
Lpcat2b	K13510
Lpcat4	K13512
Lclat1	K13513
Lpgat1	K13514
Lpcat3	K13515
Mboat7	K13516
Mboat1	K13517
Mboat2	K13517
Agpat3	K13523
Agpat4	K13523
Abat	K13524
Vcp	K13525
Atp13a2	K13526
Med20	K13528
Pnpla3	K13534
Marcksl1	K13536
Lmln	K13539
Nit2	K13566
Acvr1b	K13567
Acvr1c	K13568
Slc4a4	K13575
Slc38a3	K13576
Slc25a10	K13577
Bmpr1b	K13578
Acvrl1	K13594
Acvr2b	K13596
Aadac	K13616
Ppme1	K13617
Pla1a	K13618
Ddhd1	K13619
Cp	K13624
Ftl1	K13625
Ftl1-ps2	K13625
Slc12a7	K13627
Cept1	K13644
Plod2	K13645
Plod3	K13646
Folr1	K13649
Folr2	K13649
Poglut1	K13667
B3glct	K13675
Gxylt1	K13676
Gxylt2	K13676
Abhd3	K13696
Abhd1	K13696
Abhd2	K13697
Abhd4	K13698
Abhd5	K13699
Abhd6	K13700
Abhd8	K13701
Abhd10	K13702
Abhd11	K13703
Abhd12	K13704
Abhd12b	K13705
Abhd14a	K13706
Abhd14b	K13706
Abhd15	K13707
Dock1	K13708
Arhgap5	K13709
Arhgef7	K13710
Pi4k2b	K13711
Pi4k2a	K13711
Pip5kl1	K13712
Otud1	K13716
Otud3	K13717
Otud4	K13718
Yod1	K13719
Naaa	K13720
Lvrn	K13724
Mad2l2	K13728
Arhgap10	K13736
Septin1	K13737
Cd2ap	K13738
Arhgef26	K13744
Mgat4c	K13748
Slc24a1	K13749
Slc24a2	K13750
Slc24a3	K13751
Slc24a4	K13752
Slc24a5	K13753
Slc8b1	K13754
Pde1a	K13755
Pde1b	K13755
Pde1c	K13755
Pde6b	K13756
Pde6c	K13757
Pde6d	K13758
Pde6g	K13759
Pde6h	K13760
Pde9a	K13761
Pde5a	K13762
Rcvrn	K13764
Rgs9	K13765
Gast	K13768
Igf2	K13769
Slc7a5	K13780
Slc7a8	K13781
Slc7a10	K13782
Slc37a1	K13783
Slc37a2	K13783
Gm9009	K13784
Ptma	K13784
Gm6625	K13784
Tmsb10	K13785
Cmpk1	K13800
Arr3	K13801
Daglb	K13806
Dagla	K13806
