Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
150.10474	C10 H14 O	L-(-)-Carvone	C01767	HMDB0035089	Terpenoids	map00902 Monoterpenoid biosynthesis; map00903 Limonene and pinene degradation; map01110 Biosynthesis of secondary metabolites	C01767
86.03691	C4 H6 O2	Crotonic acid	C01771	HMDB0010720	Fatty acyls[FA]	NA	C01771
164.04728	C9 H8 O3	2-Hydroxycinnamic acid	C01772	HMDB0002641	Polyketides[PK]	map00360 Phenylalanine metabolism; map00940 Phenylpropanoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C01772
384.33925	C27 H44 O	Desmosterol	C01802	HMDB0002719	Steroids and derivatives	map00100 Steroid biosynthesis; map01100 Metabolic pathways	C01802
504.16919	C18 H32 O16	Maltotriose	C01835	HMDB0001262	Carbohydrates	map02010 ABC transporters; map04973 Carbohydrate digestion and absorption	C01835
129.04269	C5 H7 N O3	PYROGLUTAMATE	C01879	HMDB0000267	"Amino acids, peptides, and analogues"	map00480 Glutathione metabolism; map01100 Metabolic pathways	C01879
733.46196	C37 H67 N O13	(-)-Erythromycin	C01912	HMDB0014344	Purines and derivatives	"map00522 Biosynthesis of 12-, 14- and 16-membered macrolides; map01052 Type I polyketide structures; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics"	C01912
131.09457	C6 H13 N O2	L-Norleucine	C01933	HMDB0001645	"Amino acids, peptides, and analogues"	NA	C01933
687.42269	C35 H61 N O12	Oleandomycin	C01946	NA	Antibiotics	"map00522 Biosynthesis of 12-, 14- and 16-membered macrolides; map01052 Type I polyketide structures; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics; map02010 ABC transporters"	C01946
316.24024	C21 H32 O2	Pregnenolone	C01953	HMDB0000253	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04913 Ovarian steroidogenesis; map04925 Aldosterone synthesis and secretion; map04927 Cortisol synthesis and secretion; map04934 Cushing syndrome	C01953
145.10966	C7 H15 N O2	Acetylcholine	C01996	HMDB0000895	Organic nitrogen compounds	map00564 Glycerophospholipid metabolism; map04024 cAMP signaling pathway; map04080 Neuroactive ligand-receptor interaction; map04721 Synaptic vesicle cycle; map04725 Cholinergic synapse; map04742 Taste transduction; map04810 Regulation of actin cytoskeleton; map04911 Insulin secretion; map04970 Salivary secretion; map04971 Gastric acid secretion; map04972 Pancreatic secretion; map04976 Bile secretion; map05033 Nicotine addiction	C01996
133.05284	C8 H7 N O	4-Hydroxyindole	C02040	NA	NA	NA	C02040
205.07403	C11 H11 N O3	Indolelactic acid	C02043	HMDB0000671	Indole and derivatives	NA	C02043
165.07911	C9 H11 N O2	L-Phenylalanine	C02057	HMDB0000159	Amino acids	NA	C02057
332.15766	C14 H24 N2 O7	Spectinomycin	C02078	HMDB0015055	Organoheterocyclic compounds	map01130 Biosynthesis of antibiotics	C02078
346.21426	C21 H30 O4	Corticosterone	C02140	HMDB0001547	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04923 Regulation of lipolysis in adipocytes; map04925 Aldosterone synthesis and secretion; map05020 Prion diseases	C02140
188.11627	C8 H16 N2 O3	Glycyl-L-leucine	C02155	HMDB0000759	"Amino acids, peptides, and analogues"	NA	C02155
126.03185	C6 H6 O3	Phloroglucinol	C02183	HMDB0013675	Phenols and derivatives	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	C02183
149.0687	C6 H7 N5	1-Methyladenine	C02216	HMDB0011599	Purines and derivatives	NA	C02216
100.05259	C5 H8 O2	5-valerolactone	C02240	NA	NA	NA	C02240
165.06492	C6 H7 N5 O	7-Methylguanine	C02242	HMDB0000897	Purines and derivatives	NA	C02242
222.06762	C7 H14 N2 O4 S	L-Cystathionine	C02291	HMDB0000099	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00270 Cysteine and methionine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids"	C02291
211.03605	C4 H10 N3 O5 P	Phosphocreatine	C02305	HMDB0001511	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C02305
174.01669	C6 H6 O6	trans-Aconitic acid	C02341	HMDB0000958	Organic acids	map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways	C02341
125.05873	C5 H7 N3 O	5-Methylcytosine	C02376	HMDB0002894	Organoheterocyclic compounds	map00240 Pyrimidine metabolism; map01100 Metabolic pathways	C02376
236.07973	C11 H12 N2 O4	N-formylkynurenine	NA	HMDB0001200	Organic oxygen compounds	NA	HMDB0001200
189.11145	C7 H15 N3 O3	Homocitrulline	C02427	HMDB0000679	"Amino acids, peptides, and analogues"	NA	C02427
205.03781	C10 H7 N O4	Xanthurenic acid	C02470	HMDB0000881	Organoheterocyclic compounds	map00380 Tryptophan metabolism	C02470
430.38096	C29 H50 O2	Alpha-tocopherol	C02477	HMDB0001893	Quinone	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04216 Ferroptosis; map04977 Vitamin digestion and absorption	C02477
281.11124	C11 H15 N5 O4	1-Methyladenosine	C02494	HMDB0003331	Purines and derivatives	NA	C02494
203.11557	C9 H17 N O4	O-ACETYLCARNITINE	C02571	HMDB0000201	Fatty acyls[FA]	map04931 Insulin resistance	C02571
87.10492	C5 H13 N	Isoamylamine	C02640	HMDB0031659	Amines	NA	C02640
174.07908	C10 H10 N2 O	Indole-3-acetamide	C02693	HMDB0029739	Indoles	map00380 Tryptophan metabolism; map01100 Metabolic pathways	C02693
173.10552	C8 H15 N O3	N-Acetyl-L-leucine	C02710	HMDB0011756	"Amino acids, peptides, and analogues"	NA	C02710
191.06185	C7 H13 N O3 S	N-ACETYLMETHIONINE	C02712	HMDB0011745	"Amino acids, peptides, and analogues"	NA	C02712
130.11064	C6 H14 N2 O	N-acetylputrescine	C02714	HMDB0002064	Organic acids	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C02714
188.11595	C8 H16 N2 O3	N6-Acetyl-L-lysine	C02727	HMDB0000206	"Amino acids, peptides, and analogues"	map00310 Lysine degradation; map01100 Metabolic pathways	C02727
160.12122	C7 H16 N2 O2	N(6)-Methyllysine	C02728	HMDB0002038	"Amino acids, peptides, and analogues"	NA	C02728
137.0842	C8 H11 N O	Phenylethanolamine	C02735	HMDB0001065	Amines	NA	C02735
126.04298	C5 H6 N2 O2	4-imidazoleacetic acid	C02835	HMDB0002024	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	C02835
145.07411	C6 H11 N O3	4-acetamidobutanoate	C02946	HMDB0003681	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C02946
239.10136	C9 H13 N5 O3	DIHYDROBIOPTERIN	C02953	HMDB0000038	Pteridines and derivatives	map00790 Folate biosynthesis; map01100 Metabolic pathways	C02953
243.08512	C9 H13 N3 O5	Cytarabine	C02961	HMDB0015122	Nucleic acids and analogues	NA	C02961
172.01382	C3 H9 O6 P	Glycerol 2-phosphate	C02979	HMDB0002520	Glycerophospholipids[GP]	NA	C02979
165.0458	C5 H11 N O3 S	L-Methionine sulfoxide	C02989	HMDB0002005	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism	C02989
399.33404	C23 H45 N O4	PALMITOYLCARNITINE	C02990	HMDB0000846	NA	map00071 Fatty acid degradation; map01212 Fatty acid metabolism	C02990
217.13109	C10 H19 N O4	Propionylcarnitine	C03017	HMDB0000824	Fatty acyls[FA]	NA	C03017
176.03241	C5 H9 N3 O4	Guanidinosuccinic acid	C03139	HMDB0003157	"Amino acids, peptides, and analogues"	NA	C03139
330.21947	C21 H30 O3	Desoxycortone	C03205	HMDB0000016	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04925 Aldosterone synthesis and secretion	C03205
306.25603	C20 H34 O2	"8Z,11Z,14Z-Eicosatrienoic acid"	C03242	HMDB0002925	Fatty acyls[FA]	map00591 Linoleic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01100 Metabolic pathways	C03242
195.08934	C10 H13 N O3	L-Tyrosine methyl ester	C03404	HMDB0029217	"Amino acids, peptides, and analogues"	NA	C03404
290.12245	C10 H18 N4 O6	Argininosuccinic acid	C03406	HMDB0000052	"Amino acids, peptides, and analogues"	"map00220 Arginine biosynthesis; map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids"	C03406
131.05842	C5 H9 N O3	cis-4-Hydroxy-D-proline	C03440	HMDB0060460	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C03440
207.08972	C11 H13 N O3	N-Acetyl-L-phenylalanine	C03519	HMDB0000512	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism; map01100 Metabolic pathways	C03519
103.0635	C4 H9 N O2	2-amino-2-methylpropanoate	C03665	HMDB0001906	"Amino acids, peptides, and analogues"	NA	C03665
316.24026	C21 H32 O2	"5a-Pregnan-3,20-dione"	C03681	HMDB0003759	Steroids and derivatives	map00140 Steroid hormone biosynthesis	C03681
390.27748	C24 H38 O4	Bis(2-ethylhexyl) phthalate	C03690	NA	NA	NA	C03690
179.02539	C5 H9 N O4 S	S-Carboxymethyl-L-cysteine	C03727	HMDB0029415	"Amino acids, peptides, and analogues"	NA	C03727
188.15273	C9 H20 N2 O2	"N6,N6,N6-Trimethyl-L-lysine"	C03793	HMDB0001325	"Amino acids, peptides, and analogues"	map00310 Lysine degradation; map01100 Metabolic pathways	C03793
285.13654	C17 H19 N O3	Piperine	C03882	HMDB0029377	Alkaloids and derivatives	"map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"	C03882
113.04775	C5 H7 N O2	1-Pyrroline-5-carboxylic acid	C03912	HMDB0001301	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map00330 Arginine and proline metabolism; map00332 Carbapenem biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids"	C03912
290.2244	C19 H30 O2	5a-Dihydrotestosterone	C03917	HMDB0002961	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map05200 Pathways in cancer; map05215 Prostate cancer	C03917
264.11109	C13 H16 N2 O4	N-Phenylacetylglutamine	C04148	HMDB0006344	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism	C04148
143.04023	C6 H9 N O S	4-Methyl-5-thiazoleethanol	C04294	HMDB0032985	Organoheterocyclic compounds	map00730 Thiamine metabolism; map01100 Metabolic pathways	C04294
664.09394	C21 H26 N6 O15 P2	Nicotinamide hypoxanthine dinucleotide	C04423	NA	NA	NA	C04423
515.29092	C26 H45 N O7 S	Taurocholic acid	C05122	HMDB0000036	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map00430 Taurine and hypotaurine metabolism; map01100 Metabolic pathways; map04976 Bile secretion; map04979 Cholesterol metabolism	C05122
103.06315	C4 H9 N O2	DL-3-Aminoisobutyric acid	C05145	HMDB0003911	"Amino acids, peptides, and analogues"	NA	C05145
275.11159	C10 H17 N3 O6	N2-gamma-Glutamylglutamine	C05283	HMDB0011738	"Amino acids, peptides, and analogues"	NA	C05283
121.08923	C8 H11 N	Phenethylamine	C05332	HMDB0012275	Amines and derivatives	map00360 Phenylalanine metabolism; map01100 Metabolic pathways	C05332
384.33929	C27 H44 O	Cholecalciferol	C05443	HMDB0000876	Vitamins and derivatives	map00100 Steroid biosynthesis; map01100 Metabolic pathways; map04977 Vitamin digestion and absorption; map05323 Rheumatoid arthritis	C05443
449.31461	C26 H43 N O5	Glycodeoxycholic acid	C05464	HMDB0000631	"Bile acids, alcohols and derivatives"	NA	C05464
364.22503	C21 H32 O5	Tetrahydrocortisone	C05470	HMDB0000903	Steroids and derivatives	map00140 Steroid hormone biosynthesis	C05470
350.24309	C21 H34 O4	Tetrahydrocorticosterone	C05476	HMDB0000268	Steroids and derivatives	map00140 Steroid hormone biosynthesis	C05476
252.08597	C10 H12 N4 O4	2'-Deoxyinosine	C05512	HMDB0000071	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C05512
229.08867	C9 H15 N3 O2 S	L-Ergothioneine	C05570	HMDB0003045	"Amino acids, peptides, and analogues"	map00340 Histidine metabolism; map01100 Metabolic pathways	C05570
198.05311	C9 H10 O5	Vanillylmandelic acid	C05584	HMDB0000291	Phenols and derivatives	map00350 Tyrosine metabolism; map01100 Metabolic pathways	C05584
167.09447	C9 H13 N O2	3-methoxytyramine	C05587	HMDB0000022	Phenols and derivatives	map00350 Tyrosine metabolism; map00965 Betalain biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map04728 Dopaminergic synapse	C05587
197.10333	C10 H15 N O3	DL-Metanephrine	C05588	HMDB0062493	Phenols and derivatives	map00350 Tyrosine metabolism; map01100 Metabolic pathways	C05588
193.07423	C10 H11 N O3	Phenylacetylglycine	C05598	HMDB0000821	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism	C05598
191.05855	C10 H9 N O3	5-hydroxyindoleacetate	C05635	HMDB0000763	Indole and derivatives	map00380 Tryptophan metabolism; map01100 Metabolic pathways; map04726 Serotonergic synapse	C05635
200.97672	C3 H7 N O5 S2	L-Cysteine-S-sulfate	C05824	HMDB0000731	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map01100 Metabolic pathways; map01230 Biosynthesis of amino acids	C05824
140.05852	C6 H8 N2 O2	Methylimidazoleacetic acid	C05828	HMDB0002820	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	C05828
219.05345	C11 H9 N O4	8-Methoxykynurenate	C05830	HMDB0060426	Organoheterocyclic compounds	map00380 Tryptophan metabolism	C05830
152.05881	C7 H8 N2 O2	N1-Methyl-2-pyridone-5-carboxamide	C05842	HMDB0004193	Pyridine and derivatives	map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways	C05842
146.03695	C9 H6 O2	Coumarin	C05851	HMDB0001218	Coumarins and derivatives	map00940 Phenylpropanoid biosynthesis; map01110 Biosynthesis of secondary metabolites	C05851
335.17537	C18 H25 N O5	Senecionine	C06176	NA	Alkaloids	"map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01110 Biosynthesis of secondary metabolites"	C06176
237.08576	C9 H11 N5 O3	Biopterin	C06313	HMDB0000468	Pteridines and derivatives	NA	C06313
129.05802	C9 H7 N	Isoquinoline	C06323	HMDB0034244	Organoheterocyclic compounds	NA	C06323
173.04782	C10 H7 N O2	2-quinolinecarboxylic acid	C06325	HMDB0000842	Organoheterocyclic compounds	NA	C06325
173.01482	C6 H7 N O3 S	ANILINE-2-SULFONATE	C06333	NA	NA	map00362 Benzoate degradation; map01120 Microbial metabolism in diverse environments	C06333
129.05797	C9 H7 N	Quinoline	C06413	HMDB0033731	Organoheterocyclic compounds	NA	C06413
144.11516	C8 H16 O2	Caprylic acid	C06423	HMDB0000482	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map00785 Lipoic acid metabolism; map01060 Biosynthesis of plant secondary metabolites; map01066 Biosynthesis of alkaloids derived from terpenoid and polyketide; map01100 Metabolic pathways	C06423
302.22464	C20 H30 O2	EICOSAPENTAENOATE	C06428	NA	NA	map01040 Biosynthesis of unsaturated fatty acids	C06428
328.23962	C22 H32 O2	Docosahexaenoic acid	C06429	HMDB0002183	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C06429
339.14564	C20 H21 N O4	Papaverine	C06533	HMDB0015245	Organoheterocyclic compounds	map00950 Isoquinoline alkaloid biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01110 Biosynthesis of secondary metabolites	C06533
272.06851	C15 H12 O5	Naringeninchalcone	C06561	HMDB0029631	Polyketides[PK]	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C06561
148.089	C10 H12 O	Cuminaldehyde	C06577	HMDB0002214	Terpenoids	map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C06577
113.08429	C6 H11 N O	Epsilon-caprolactam	C06593	HMDB0062769	Organoheterocyclic compounds	map00930 Caprolactam degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C06593
168.04241	C8 H8 O4	Vanillic acid	C06672	HMDB0000484	Benzene and derivatives	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	C06672
281.16254	C15 H23 N O4	Cycloheximide	C06685	NA	Antibiotics	NA	C06685
163.09988	C10 H13 N O	N-Phenethylacetamide	C06746	HMDB0255222	NA	NA	C06746
105.07903	C4 H11 N O2	Diethanolamine	C06772	HMDB0004437	Amines	map00564 Glycerophospholipid metabolism	C06772
314.15589	C19 H23 Cl N2	Clomipramine	C06918	HMDB0015372	Organoheterocyclic compounds	NA	C06918
234.17314	C14 H22 N2 O	Lidocaine	C07073	HMDB0014426	Benzene and derivatives	map00982 Drug metabolism - cytochrome P450	C07073
136.05236	C8 H8 O2	Phenylacetic acid	C07086	HMDB0000209	Benzene and derivatives	map00360 Phenylalanine metabolism; map00643 Styrene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C07086
122.07342	C8 H10 O	1-Phenylethanol	C07112	HMDB0032619	Benzene and derivatives	NA	C07112
120.05762	C8 H8 O	Acetophenone	C07113	HMDB0033910	Organic oxygen compounds	map00642 Ethylbenzene degradation; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C07113
344.23516	C22 H32 O3	Medroxyprogesterone	C07119	HMDB0001939	Steroids and derivatives	NA	C07119
180.06485	C7 H8 N4 O2	Theophylline	C07130	HMDB0001889	Purines and derivatives	map00232 Caffeine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C07130
171.06443	C6 H9 N3 O3	Metronidazole	C07203	HMDB0015052	Imidazoles	NA	C07203
457.18285	C23 H27 N3 O7	Minocycline	C07225	HMDB0015152	Polyketides[PK]	NA	C07225
208.12137	C11 H16 N2 O2	Pilocarpine	C07474	HMDB0015217	Alkaloids and derivatives	map01065 Biosynthesis of alkaloids derived from histidine and purine; map01110 Biosynthesis of secondary metabolites	C07474
180.06485	C7 H8 N4 O2	Theobromine	C07480	HMDB0002825	Purines and derivatives	map00232 Caffeine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C07480
194.08051	C8 H10 N4 O2	Caffeine	C07481	HMDB0001847	Purines and derivatives	map00232 Caffeine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C07481
270.05604	C15 H11 Cl N2 O	Nordiazepam	C07486	HMDB0060538	Organoheterocyclic compounds	NA	C07486
237.0922	C13 H16 Cl N O	Ketamine	C07525	HMDB0015352	Benzene and derivatives	NA	C07525
165.07898	C9 H11 N O2	Benzocaine	C07527	HMDB0004992	Benzene and derivatives	NA	C07527
265.15822	C17 H19 N3	Mirtazapine	C07570	HMDB0014514	Organoheterocyclic compounds	NA	C07570
195.05338	C9 H9 N O4	Salicyluric acid	C07588	HMDB0000840	Benzene and derivatives	NA	C07588
152.03348	C5 H4 N4 O2	Oxypurinol	C07599	HMDB0000786	Purines and derivatives	NA	C07599
170.1056	C8 H14 N2 O2	Levetiracetam	C07841	HMDB0015333	"Amino acids, peptides, and analogues"	NA	C07841
299.15203	C18 H21 N O3	Hydrocodone	C08024	HMDB0015091	Alkaloids and derivatives	NA	C08024
215.07957	C10 H9 N5 O	Kinetin	C08272	HMDB0012245	Purines and derivatives	NA	C08272
157.11045	C8 H15 N O2	(S)-Homostachydrine	C08283	HMDB0033433	"Amino acids, peptides, and analogues"	NA	C08283
204.12627	C12 H16 N2 O	Bufotenin	C08299	HMDB0041842	Amines and derivatives	NA	C08299
151.10001	C9 H13 N O	Cathine	C08300	NA	Alkaloids	map00360 Phenylalanine metabolism; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways	C08300
131.07355	C9 H9 N	Skatole	C08313	HMDB0000466	Indoles	map00380 Tryptophan metabolism	C08313
365.36564	C24 H46 O2	Nervonic acid	C08323	HMDB0002368	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C08323
179.07957	C6 H13 N O5	D-Glucosamine	C08349	HMDB0030091	Carbohydrates	NA	C08349
260.17803	C17 H24 O2	falcarindiol	C08449	HMDB0033941	Fatty acyls[FA]	NA	C08449
145.05291	C9 H7 N O	Indole-3-carboxaldehyde	C08493	HMDB0029737	Indoles	NA	C08493
442.37753	C30 H50 O2	Betulin	C08618	HMDB0036838	Terpenoids	NA	C08618
256.07367	C15 H12 O4	Isoliquiritigenin	C08650	HMDB0037316	Polyketides[PK]	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	C08650
316.20387	C20 H28 O3	Cafestol	C09066	HMDB0035710	Organoheterocyclic compounds	NA	C09066
434.12043	C21 H22 O10	Prunin	C09099	NA	Flavonoids	map00941 Flavonoid biosynthesis	C09099
246.13683	C14 H18 N2 O2	lenticin	C09213	HMDB0061115	"Amino acids, peptides, and analogues"	NA	C09213
355.18046	C21 H25 N O4	Glaucine	C09446	NA	Alkaloids	NA	C09446
282.14681	C15 H22 O5	Artemisinin	C09538	NA	Terpenoids	NA	C09538
357.19412	C21 H27 N O4	Laudanosine	C09558	HMDB0030213	Organoheterocyclic compounds	NA	C09558
234.16213	C15 H22 O2	Polygodial	C09712	NA	Terpenoids	NA	C09712
258.08696	C15 H14 O4	Yangonin	C09980	HMDB0034144	Polyketides[PK]	map01061 Biosynthesis of phenylpropanoids	C09980
254.05709	C15 H10 O4	Chrysin	C10028	HMDB0036619	Flavonoids	map00941 Flavonoid biosynthesis	C10028
155.09487	C8 H13 N O2	Arecoline	C10129	HMDB0030353	Alkaloids and derivatives	NA	C10129
254.05812	C15 H10 O4	Daidzein	C10208	HMDB0003312	Flavonoids	map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	C10208
162.06934	C10 H10 O2	4-Methoxycinnamaldehyde	C10475	HMDB0032611	Polyketides[PK]	NA	C10475
194.05821	C10 H10 O4	Methyl caffeate	C10477	NA	NA	NA	C10477
199.06356	C12 H9 N O2	Dictamnine	C10660	HMDB0251209	NA	map01063 Biosynthesis of alkaloids derived from shikimate pathway	C10660
204.11524	C13 H16 O2	4-Hydroxy-3-(3-methyl-2-butenyl)acetophenone	C10702	HMDB0030770	Organic oxygen compounds	NA	C10702
516.17417	C30 H28 O8	Rottlerin	C10721	NA	Polyketides[PK]	NA	C10721
358.212	C22 H30 O4	Cannabidiolic acid	C10784	NA	Polyketides[PK]	map00999 Biosynthesis of various secondary metabolites - part 1	C10784
415.34267	C27 H45 N O2	Tomatidine	C10826	HMDB0034731	Alkaloids and derivatives	map01066 Biosynthesis of alkaloids derived from terpenoid and polyketide	C10826
126.03181	C6 H6 O3	5-Hydroxymethyl-2-furancarboxaldehyde	C11101	HMDB0034355	Organic oxygen compounds	map00365 Furfural degradation; map01120 Microbial metabolism in diverse environments	C11101
147.03229	C8 H5 N O2	"1H-Indole-2,3-dione"	C11129	HMDB0061933	Indole and derivatives	NA	C11129
94.00891	C2 H6 O2 S	Dimethyl sulfone	C11142	HMDB0004983	Organosulfur compounds	map00920 Sulfur metabolism; map01100 Metabolic pathways	C11142
166.06318	C9 H10 O3	Apocynin	C11380	NA	Polyketides[PK]	NA	C11380
224.14147	C13 H20 O3	Methyl jasmonate	C11512	HMDB0036583	Fatty acyls[FA]	map00592 alpha-Linolenic acid metabolism; map01110 Biosynthesis of secondary metabolites	C11512
347.28234	C22 H37 N O2	Anandamide (AEA)	C11695	HMDB0004080	Amines	map04080 Neuroactive ligand-receptor interaction; map04361 Axon regeneration; map04714 Thermogenesis; map04723 Retrograde endocannabinoid signaling; map04750 Inflammatory mediator regulation of TRP channels	C11695
166.09939	C10 H14 O2	Perillic acid	C11924	HMDB0004586	Terpenoids	map00903 Limonene and pinene degradation	C11924
300.20887	C20 H28 O2	dehydroabietic acid	C12078	HMDB0061925	Terpenoids	NA	C12078
153.04264	C7 H7 N O3	3-Amino-4-hydroxybenzoic acid	C12115	NA	NA	map00997 Biosynthesis of various secondary metabolites - part 3	C12115
306.07146	C15 H14 O7	(-)-Epigallocatechin	C12136	HMDB0038361	Flavonoids	map00941 Flavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	C12136
317.29295	C18 H39 N O3	"2-Amino-1,3,4-octadecanetriol"	C12144	HMDB0004610	Amines	map00600 Sphingolipid metabolism; map01100 Metabolic pathways	C12144
147.05313	C5 H9 N O4	N-Methyl-D-aspartic acid	C12269	HMDB0002393	"Amino acids, peptides, and analogues"	NA	C12269
304.09065	C11 H16 N2 O8	N-Acetyl-1-aspartylglutamic acid	C12270	HMDB0001067	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways; map04080 Neuroactive ligand-receptor interaction"	C12270
133.05297	C8 H7 N O	2-Oxindole	C12312	HMDB0061918	Indole and derivatives	map00402 Benzoxazinoid biosynthesis; map01110 Biosynthesis of secondary metabolites	C12312
188.11604	C8 H16 N2 O3	N2-Acetyl-L-lysine	C12989	HMDB0000446	"Amino acids, peptides, and analogues"	NA	C12989
541.06177	C15 H21 N5 O13 P2	Cyclic ADP-ribose	C13050	NA	NA	map04020 Calcium signaling pathway; map04921 Oxytocin signaling pathway; map04970 Salivary secretion; map04972 Pancreatic secretion	C13050
402.23842	C24 H34 O5	Dehydrocholic acid	C13154	NA	Sterol lipids[ST]	NA	C13154
327.31363	C20 H41 N O2	"N,N-Dimethylsphingosine"	C13914	HMDB0013645	Amines	NA	C13914
166.09719	C6 H10 N6	Cyromazine	C14147	HMDB0029862	Organoheterocyclic compounds	map00791 Atrazine degradation; map01120 Microbial metabolism in diverse environments	C14147
292.06717	C11 H11 F3 N2 O4	Hydroxyflutamide	C14204	HMDB0060949	Benzene and derivatives	NA	C14204
250.03004	C12 H10 O4 S	Bisphenol S	C14216	HMDB0240712	NA	NA	C14216
302.18603	C19 H26 O3	11-Ketotestosterone	C14256	NA	NA	NA	C14256
76.0095	C H4 N2 S	Thiourea	C14415	HMDB0034155	Organosulfur compounds	NA	C14415
219.94603	C4 H7 Cl2 O4 P	Dichlorvos	C14430	HMDB0033956	Organic acids	NA	C14430
166.98653	C7 H5 N S2	2-Mercaptobenzothiazole	C14437	HMDB0030524	Organoheterocyclic compounds	NA	C14437
