Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
284.27095	C18 H36 O2	Stearic acid	C01530	HMDB0000827	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map04745 Phototransduction - fly	C01530
181.07373	C9 H11 N O3	L-Tyrosine	C01536	HMDB0000158	Amino acids	NA	C01536
158.04382	C4 H6 N4 O3	Allantoin	C01551	HMDB0000462	Imidazoles	NA	C01551
172.14622	C10 H20 O2	Decanoic acid	C01571	HMDB0000511	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map01100 Metabolic pathways	C01571
116.08376	C6 H12 O2	Hexanoic acid	C01585	HMDB0000535	Fatty acyls[FA]	NA	C01585
179.05829	C9 H9 N O3	Hippurate	C01586	HMDB0000714	Benzene and derivatives	map00360 Phenylalanine metabolism; map01100 Metabolic pathways	C01586
280.24034	C18 H32 O2	Linoleic acid	C01595	HMDB0000673	Fatty acyls[FA]	map00591 Linoleic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways	C01595
158.13054	C9 H18 O2	Nonanoic acid	C01601	HMDB0000847	Fatty acyls[FA]	NA	C01601
666.22204	C24 H42 O21	Stachyose	C01613	HMDB0003553	Carbohydrates	map00052 Galactose metabolism; map01100 Metabolic pathways	C01613
189.04243	C10 H7 N O3	Kynurenic acid	C01717	HMDB0000715	Organoheterocyclic compounds	map00380 Tryptophan metabolism; map01100 Metabolic pathways	C01717
242.08001	C12 H10 N4 O2	Lumichrome	C01727	NA	NA	map00740 Riboflavin metabolism	C01727
342.11572	C12 H22 O11	Palatinose	C01742	NA	Carbohydrates	NA	C01742
166.06302	C9 H10 O3	3-(4-Hydroxyphenyl)propionic acid	C01744	HMDB0002199	Phenylpropanoic acids	NA	C01744
284.07527	C10 H12 N4 O6	Xanthosine	C01762	HMDB0000299	Purines and derivatives	map00230 Purine metabolism; map00232 Caffeine metabolism; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map02010 ABC transporters	C01762
86.03676	C4 H6 O2	Crotonic acid	C01771	HMDB0010720	Fatty acyls[FA]	NA	C01771
360.19326	C21 H28 O5	Aldosterone	C01780	HMDB0000037	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04925 Aldosterone synthesis and secretion; map04960 Aldosterone-regulated sodium reabsorption; map07225 Glucocorticoid and mineralocorticoid receptor agonists/antagonists	C01780
117.07922	C5 H11 N O2	L-Norvaline	C01799	HMDB0013716	"Amino acids, peptides, and analogues"	NA	C01799
504.16743	C18 H32 O16	maltotriose	C01835	HMDB0001262	Carbohydrates	map02010 ABC transporters; map04973 Carbohydrate digestion and absorption	C01835
129.04257	C5 H7 N O3	4-Oxoproline	C01877	NA	NA	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C01877
152.07008	C5 H12 O5	D-(+)-Arabitol	C01904	HMDB0000568	Carbohydrates	map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	C01904
465.30913	C26 H43 N O6	Glycocholic acid	C01921	HMDB0000138	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map01100 Metabolic pathways; map04976 Bile secretion; map04979 Cholesterol metabolism	C01921
342.11687	C12 H22 O11	D-(+)-Maltose	C01971	NA	NA	NA	C01971
152.04742	C8 H8 O3	Mandelate	C01984	HMDB0000703	Benzene and derivatives	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	C01984
132.0538	C4 H8 N2 O3	Glycylglycine	C02037	HMDB0011733	"Amino acids, peptides, and analogues"	NA	C02037
165.07899	C9 H11 N O2	L-Phenylalanine	C02057	HMDB0000159	Amino acids	NA	C02057
188.11612	C8 H16 N2 O3	Glycyl-L-leucine	C02155	HMDB0000759	"Amino acids, peptides, and analogues"	NA	C02155
354.24089	C20 H34 O5	Prostaglandin F2	C02314	HMDB0001483	Fatty acyls[FA]	NA	C02314
180.0634	C6 H12 O6	D-fructose	C02336	HMDB0000660	Carbohydrates	map00520 Amino sugar and nucleotide sugar metabolism	C02336
174.01639	C6 H6 O6	Trans-aconitate	C02341	HMDB0000958	Organic acids	map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways	C02341
184.01182	C6 H4 N2 O5	"2,4-Dinitrophenol"	C02496	NA	NA	NA	C02496
176.06839	C7 H12 O5	2-Isopropylmalic acid	C02504	HMDB0000402	Fatty acyls[FA]	"map00290 Valine, leucine and isoleucine biosynthesis; map00620 Pyruvate metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids"	C02504
132.05349	C4 H8 N2 O3	3-Ureidopropionic acid	C02642	HMDB0000026	Organic acids	map00240 Pyrimidine metabolism; map00410 beta-Alanine metabolism; map00770 Pantothenate and CoA biosynthesis; map01100 Metabolic pathways	C02642
230.1515	C12 H22 O4	Dodecanedioic acid	C02678	HMDB0000623	Fatty acyls[FA]	NA	C02678
200.17734	C12 H24 O2	Lauric acid	C02679	HMDB0000638	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map00333 Prodigiosin biosynthesis; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics	C02679
191.06195	C7 H13 N O3 S	N-ACETYLMETHIONINE	C02712	HMDB0011745	"Amino acids, peptides, and analogues"	NA	C02712
188.14129	C10 H20 O3	10-Hydroxydecanoic acid	C02774	HMDB0244272	NA	NA	C02774
114.04327	C4 H6 N2 O2	Glycine anhydride	C02777	NA	NA	NA	C02777
179.0617	C6 H13 N O3 S	Cyclamic acid	C02824	HMDB0031340	Organic acids	map00930 Caprolactam degradation; map01120 Microbial metabolism in diverse environments	C02824
126.04295	C5 H6 N2 O2	Imidazoleacetic acid	C02835	HMDB0002024	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	C02835
147.0248	C6 H11 N O3	4-Acetamidobutanoic acid	C02946	HMDB0003681	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C02946
243.08555	C9 H13 N3 O5	Cytarabine	C02961	HMDB0015122	Nucleic acids and analogues	NA	C02961
172.01412	C3 H9 O6 P	Glycerol 2-phosphate	C02979	HMDB0002520	Glycerophospholipids[GP]	NA	C02979
175.05956	C5 H9 N3 O4	Guanidinosuccinic acid	C03139	HMDB0003157	"Amino acids, peptides, and analogues"	NA	C03139
177.04584	C6 H11 N O3 S	N-Formyl-L-methionine	C03145	HMDB0001015	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism	C03145
172.01398	C3 H9 O6 P	Glycerol 3-phosphate	C03189	HMDB0000126	Glycerophospholipids[GP]	NA	C03189
306.25602	C20 H34 O2	"8Z,11Z,14Z-Eicosatrienoic acid"	C03242	HMDB0002925	Fatty acyls[FA]	map00591 Linoleic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01100 Metabolic pathways	C03242
265.95889	C3 H8 O10 P2	"2,3-Bisphospho-D-glyceric acid"	C03339	NA	NA	NA	C03339
278.15134	C16 H22 O4	Mono(2-ethylhexyl) phthalate (MEHP)	C03343	HMDB0013248	Benzene and derivatives	NA	C03343
195.11086	C10 H13 N O3	L-Tyrosine methyl ester	C03404	HMDB0029217	"Amino acids, peptides, and analogues"	NA	C03404
290.12216	C10 H18 N4 O6	Argininosuccinic acid	C03406	HMDB0000052	"Amino acids, peptides, and analogues"	"map00220 Arginine biosynthesis; map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids"	C03406
207.08928	C11 H13 N O3	N-Acetyl-L-phenylalanine	C03519	HMDB0000512	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism; map01100 Metabolic pathways	C03519
134.02187	C4 H6 O5	DL-Malic acid	NA	HMDB0000156	NA	NA	HMDB0000156
182.05795	C9 H10 O4	Hydroxyphenyllactic acid	C03672	HMDB0000755	Phenylpropanoic acids	NA	C03672
167.02213	C7 H5 N O4	Quinolinic acid	C03722	HMDB0000232	Pyridine and derivatives	"map00380 Tryptophan metabolism; map00410 beta-Alanine metabolism; map00760 Nicotinate and nicotinamide metabolism; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways"	C03722
179.02559	C5 H9 N O4 S	S-Carboxymethyl-L-cysteine	C03727	HMDB0029415	"Amino acids, peptides, and analogues"	NA	C03727
162.05315	C6 H10 O5	3-Hydroxy-3-methylglutaric acid	C03761	HMDB0000355	Fatty acyls[FA]	NA	C03761
113.04772	C5 H7 N O2	1-Pyrroline-5-carboxylic acid	C03912	HMDB0001301	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map00330 Arginine and proline metabolism; map00332 Carbapenem biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids"	C03912
290.22388	C19 H30 O2	5a-Dihydrotestosterone	C03917	HMDB0002961	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map05200 Pathways in cancer; map05215 Prostate cancer	C03917
264.11046	C13 H16 N2 O4	N-Phenylacetylglutamine	C04148	HMDB0006344	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism	C04148
301.05666	C8 H16 N O9 P	N-Acetyl-a-D-glucosamine 1-phosphate	C04501	NA	NA	map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics	C04501
352.22463	C20 H32 O5	"13,14-Dihydro-15-keto Prostaglandin E2"	C04671	HMDB0002776	Fatty acyls[FA]	NA	C04671
387.22359	C26 H29 N O2	4-Hydroxytamoxifen	C05011	HMDB0060530	Polyketides[PK]	map00982 Drug metabolism - cytochrome P450	C05011
515.29036	C26 H45 N O7 S	taurocholic acid	C05122	HMDB0000036	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map00430 Taurine and hypotaurine metabolism; map01100 Metabolic pathways; map04976 Bile secretion; map04979 Cholesterol metabolism	C05122
103.06338	C4 H9 N O2	DL-3-Aminoisobutyric acid	C05145	HMDB0003911	"Amino acids, peptides, and analogues"	NA	C05145
300.17268	C19 H24 O3	2-Methoxyestrone	C05299	HMDB0000010	Steroids and derivatives	map00140 Steroid hormone biosynthesis	C05299
180.05334	C8 H8 N2 O3	Nicotinuric acid	C05380	HMDB0003269	"Amino acids, peptides, and analogues"	map00760 Nicotinate and nicotinamide metabolism	C05380
290.04019	C7 H15 O10 P	D-Sedoheptulose 7-phosphate	C05382	HMDB0001068	Carbohydrates	map00030 Pentose phosphate pathway; map00540 Lipopolysaccharide biosynthesis; map00710 Carbon fixation in photosynthetic organisms; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids	C05382
499.29652	C26 H45 N O6 S	Taurochenodeoxycholic acid	C05465	HMDB0000951	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map04976 Bile secretion; map04979 Cholesterol metabolism	C05465
449.31441	C26 H43 N O5	GLYCOCHENODEOXYCHOLATE	C05466	HMDB0000637	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map04976 Bile secretion; map04979 Cholesterol metabolism	C05466
252.08578	C10 H12 N4 O4	2'-Deoxyinosine	C05512	HMDB0000071	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C05512
193.07376	C10 H11 N O3	Phenylacetylglycine	C05598	HMDB0000821	"Amino acids, peptides, and analogues"	map00360 Phenylalanine metabolism	C05598
166.063	C9 H10 O3	3-Phenyllactic acid	C05607	HMDB0000748	Phenylpropanoic acids	"map00360 Phenylalanine metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways"	C05607
152.04726	C8 H8 O3	ortho-Hydroxyphenylacetic acid	C05852	HMDB0000669	Benzene and derivatives	NA	C05852
253.08053	C9 H11 N5 O4	Neopterin	C05926	HMDB0000845	Pteridines and derivatives	map00790 Folate biosynthesis	C05926
334.21382	C20 H30 O4	12-Oxo leukotriene B4	C05949	HMDB0004234	Fatty acyls[FA]	map00590 Arachidonic acid metabolism	C05949
334.21397	C20 H30 O4	Prostaglandin A2	C05953	HMDB0002752	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways; map04726 Serotonergic synapse	C05953
370.2353	C20 H34 O6	6-Ketoprostaglandin F1a	C05961	HMDB0002886	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways	C05961
352.22462	C20 H32 O5	Lipoxin B4	C06315	HMDB0005082	Fatty acyls[FA]	map00590 Arachidonic acid metabolism	C06315
342.11561	C12 H22 O11	D-Cellobiose	C06422	HMDB0000055	Carbohydrates	NA	C06422
144.11496	C8 H16 O2	Caprylic acid	C06423	HMDB0000482	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map00785 Lipoic acid metabolism; map01060 Biosynthesis of plant secondary metabolites; map01066 Biosynthesis of alkaloids derived from terpenoid and polyketide; map01100 Metabolic pathways	C06423
228.20892	C14 H28 O2	Myristic acid	C06424	HMDB0000806	Fatty acyls[FA]	map00061 Fatty acid biosynthesis; map01100 Metabolic pathways	C06424
312.30302	C20 H40 O2	Arachidic acid	C06425	HMDB0002212	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C06425
302.2249	C20 H30 O2	EICOSAPENTAENOATE	C06428	HMBD01999	NA	map01040 Biosynthesis of unsaturated fatty acids	C06428
328.24047	C22 H32 O2	Docosahexaenoic acid	C06429	HMDB0002183	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C06429
350.20898	C20 H30 O5	Prostaglandin E3	C06439	HMDB0002664	Fatty acyls[FA]	NA	C06439
323.12199	C11 H22 N3 O6 P	Bialaphos	C06457	NA	NA	map00440 Phosphonate and phosphinate metabolism; map01130 Biosynthesis of antibiotics	C06457
356.25664	C20 H36 O5	Prostaglandin F1a	C06475	HMDB0002685	Fatty acyls[FA]	NA	C06475
270.05237	C15 H10 O5	Genistein	C06563	HMDB0003217	Flavonoids	map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C06563
516.3453	C31 H48 O6	Fusidic Acid	C06694	HMDB0015570	Steroids and derivatives	NA	C06694
189.99367	C6 H6 O5 S	quinone sulfate	C06804	HMDB0001859	Phenols and derivatives	map04976 Bile secretion	C06804
330.00719	C12 H11 Cl N2 O5 S	Furosemide	C07017	HMDB0001933	Homogeneous non-metal compounds	NA	C07017
422.16202	C22 H23 Cl N6 O	Losartan	C07072	HMDB0014816	Benzene and derivatives	NA	C07072
136.05279	C8 H8 O2	Phenylacetic acid	C07086	HMDB0000209	Benzene and derivatives	map00360 Phenylalanine metabolism; map00643 Styrene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C07086
344.23466	C22 H32 O3	Medroxyprogesterone	C07119	HMDB0001939	Steroids and derivatives	NA	C07119
180.06373	C7 H8 N4 O2	Theophylline	C07130	HMDB0001889	Purines and derivatives	map00232 Caffeine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C07130
232.08468	C12 H12 N2 O3	Phenobarbital	C07434	HMDB0015305	Organoheterocyclic compounds	NA	C07434
152.03341	C5 H4 N4 O2	Oxypurinol	C07599	HMDB0000786	Purines and derivatives	NA	C07599
188.10493	C9 H16 O4	Azelaic acid	C08261	HMDB0000784	Fatty acyls[FA]	NA	C08261
202.12068	C10 H18 O4	Sebacic acid	C08277	HMDB0000792	Fatty acyls[FA]	NA	C08277
174.0892	C8 H14 O4	Suberic acid	C08278	HMDB0000893	Fatty acyls[FA]	NA	C08278
340.33443	C22 H44 O2	Docosanoic acid	C08281	HMDB0000944	Fatty acyls[FA]	"map00073 Cutin, suberine and wax biosynthesis; map01040 Biosynthesis of unsaturated fatty acids"	C08281
338.31877	C22 H42 O2	Erucic acid	C08316	HMDB0002068	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C08316
216.17218	C12 H24 O3	12-Hydroxydodecanoic acid	C08317	HMDB0002059	Organic acids	NA	C08317
366.35016	C24 H46 O2	Nervonic acid	C08323	HMDB0002368	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C08323
194.04298	C6 H10 O7	Galacturonic acid	C08348	HMDB0002545	Carbohydrates	NA	C08348
254.22402	C16 H30 O2	Palmitoleic acid	C08362	HMDB0003229	Fatty acyls[FA]	map00061 Fatty acid biosynthesis	C08362
213.00939	C8 H7 N O4 S	Indoxyl sulfate	C08481	HMDB0000682	Organic acids	NA	C08481
210.12567	C12 H18 O3	Jasmonic acid	C08491	HMDB0032797	Fatty acyls[FA]	map00592 alpha-Linolenic acid metabolism; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04075 Plant hormone signal transduction	C08491
256.0731	C15 H12 O4	Isoliquiritigenin	C08650	HMDB0037316	Polyketides[PK]	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	C08650
548.29536	C30 H44 O9	Cymarin	C08859	NA	Sterol lipids[ST]	NA	C08859
942.52156	C48 H78 O18	Soyasaponin I	C08983	HMDB0034649	Terpenoids	NA	C08983
340.08107	C15 H16 O9	Esculin	C09264	HMDB0030820	Coumarins and derivatives	NA	C09264
254.05749	C15 H10 O4	Daidzein	C10208	HMDB0003312	Flavonoids	map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	C10208
240.04192	C14 H8 O4	Dantron	C10312	HMDB0029752	Quinone	NA	C10312
464.23303	C25 H36 O8	Testosterone glucuronide	C11134	HMDB0003193	Steroids and derivatives	map00140 Steroid hormone biosynthesis	C11134
300.20843	C20 H28 O2	dehydroabietic acid	C12078	HMDB0061925	Terpenoids	NA	C12078
439.30554	C28 H41 N O3	N-Arachidonoyl dopamine	C12271	NA	Fatty acyls[FA]	map04080 Neuroactive ligand-receptor interaction; map04750 Inflammatory mediator regulation of TRP channels	C12271
417.32392	C26 H43 N O3	N-Oleoyl dopamine	C12272	NA	NA	map04080 Neuroactive ligand-receptor interaction	C12272
222.0889	C12 H14 O4	Diethyl phthalic acid	C14175	HMDB0094660	Benzene and derivatives	NA	C14175
278.15139	C16 H22 O4	Dibutyl phthalate	C14214	HMDB0033244	Benzene and derivatives	NA	C14214
250.02986	C12 H10 O4 S	Bisphenol S	C14216	HMDB0240712	NA	NA	C14216
320.23529	C20 H32 O3	"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid"	C14748	HMDB0005998	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways; map04270 Vascular smooth muscle contraction	C14748
320.23449	C20 H32 O3	"11,12-Epoxy-(5Z,8Z,11Z)-icosatrienoic acid"	C14770	NA	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways; map04270 Vascular smooth muscle contraction; map04726 Serotonergic synapse; map04913 Ovarian steroidogenesis	C14770
320.23454	C20 H32 O3	"8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid"	C14776	HMDB0004679	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways; map03320 PPAR signaling pathway	C14776
120.04359	C5 H4 N4	Purine	C15587	HMDB0001366	Purines and derivatives	NA	C15587
206.04293	C8 H14 O2 S2	Lipoic acid	C16241	HMDB0001451	Organoheterocyclic compounds	map00785 Lipoic acid metabolism; map01100 Metabolic pathways	C16241
294.21948	C18 H30 O3	13(S)-HOTrE	C16316	NA	Fatty acyls[FA]	map00592 alpha-Linolenic acid metabolism	C16316
166.04802	C6 H6 N4 O2	7-Methylxanthine	C16353	HMDB0001991	Purines and derivatives	map00232 Caffeine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C16353
166.04759	C6 H6 N4 O2	3-Methylxanthine	C16357	HMDB0001886	Purines and derivatives	map00232 Caffeine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C16357
166.04928	C6 H6 N4 O2	1-Methylxanthine	C16358	HMDB0010738	Purines and derivatives	map00232 Caffeine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	C16358
182.04393	C6 H6 N4 O3	1-Methyluric acid	C16359	HMDB0003099	Purines and derivatives	map00232 Caffeine metabolism	C16359
210.07356	C8 H10 N4 O3	"1,3,7-Trimethyluric acid"	C16361	HMDB0002123	Purines and derivatives	map00232 Caffeine metabolism; map01120 Microbial metabolism in diverse environments	C16361
308.2717	C20 H36 O2	"11(Z),14(Z)-Eicosadienoic acid"	C16525	HMDB0005060	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C16525
310.28733	C20 H38 O2	11(Z)-Eicosenoic acid	C16526	HMDB0002231	Fatty acyls[FA]	map01040 Biosynthesis of unsaturated fatty acids	C16526
242.22466	C15 H30 O2	Pentadecanoic acid	C16537	HMDB0000826	Fatty acyls[FA]	NA	C16537
160.10984	C8 H16 O3	3-Hydroxyvalproic acid	C16651	HMDB0013899	Fatty acyls[FA]	map00982 Drug metabolism - cytochrome P450	C16651
330.07686	C17 H14 O7	Aflatoxin G2	C16754	HMDB0030475	Coumarins and derivatives	map00254 Aflatoxin biosynthesis; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics	C16754
499.29576	C26 H45 N O6 S	Tauroursodeoxycholic acid	C16868	HMDB0000874	"Bile acids, alcohols and derivatives"	NA	C16868
214.19296	C13 H26 O2	Tridecylic acid	C17076	HMDB0000910	Fatty acyls[FA]	NA	C17076
186.16172	C11 H22 O2	Undecanoic acid	C17715	HMDB0000947	Fatty acyls[FA]	NA	C17715
350.2097	C20 H30 O5	Resolvin E1	C18171	NA	Fatty acyls[FA]	NA	C18171
272.23503	C16 H32 O3	16-Hydroxyhexadecanoic acid	C18218	HMDB0006294	Fatty acyls[FA]	"map00073 Cutin, suberine and wax biosynthesis; map01100 Metabolic pathways"	C18218
528.31062	C31 H44 O7	Milbemectin A3	C18557	NA	NA	NA	C18557
139.02698	C6 H5 N O3	3-Hydroxypicolinic acid	C18620	HMDB0013188	Pyridine and derivatives	NA	C18620
303.10303	C13 H22 N O3 P S	Fenamiphos	C18659	HMDB0031787	Benzene and derivatives	NA	C18659
286.21444	C16 H30 O4	Hexadecanedioic acid	C19615	HMDB0000672	Fatty acyls[FA]	"map00073 Cutin, suberine and wax biosynthesis; map01100 Metabolic pathways"	C19615
309.10641	C11 H19 N O9	N-Acetylneuraminic acid	C19909	HMDB0000773	Carbohydrates	NA	C19909
157.07384	C7 H11 N O3	3-Methylcrotonylglycine	C20828	HMDB0000459	"Amino acids, peptides, and analogues"	NA	C20828
288.05719	C10 H12 N2 O8	Orotidine	NA	HMDB0000788	Nucleic acids and analogues	NA	HMDB0000788
181.04123	C6 H7 N5 S	2-Amino-6-methylmercaptopurine	NA	NA	NA	NA	Reference-2583
224.08284	C15 H12 O2	4'-HYDROXYCHALCONE	NA	NA	NA	NA	PB00988
499.93626	C8 H F17 O3 S	Perfluorooctanesulfonic acid	NA	NA	NA	NA	PB00319
266.15454	C12 H26 O4 S	Lauryl sulfate	NA	NA	NA	NA	PB00317
526.07673	C30 H23 Br O4	Bromadiolone	NA	NA	NA	NA	PB00268
280.23959	C18 H32 O2	9-stearolic acid	NA	NA	NA	NA	PB01585
256.23966	C16 H32 O2	Isopalmitic acid	NA	HMDB0031068	Fatty acyls[FA]	NA	HMDB0031068
246.0999	C13 H14 N2 O3	N-Acetyl-DL-tryptophan	NA	NA	NA	NA	Reference-814
260.16182	C13 H24 O5	3-hydroxy-2-octylpentanedioic acid	NA	NA	NA	NA	PB00866
262.1411	C12 H22 O6	"9-(2,3-dihydroxypropoxy)-9-oxononanoic acid"	NA	NA	NA	NA	PB01440
250.11999	C14 H18 O4	Trolox	NA	NA	NA	NA	Reference-2532
272.06794	C15 H12 O5	Naringenin	NA	NA	NA	NA	Reference-18
266.15129	C15 H22 O4	"(1S,8R,9R)-8-hydroxy-4-(propan-2-ylidene)-10-oxatricyclo[7.2.1.01,5]dodecane-8-carboxylic acid"	NA	NA	NA	NA	PB01719
296.23458	C18 H32 O3	"9-hydroxy-10,12-octadecadienoic acid"	NA	NA	NA	NA	PB00408
326.2451	C19 H34 O4	Avocadyne 1-acetate	NA	HMDB0031048	Fatty acyls[FA]	NA	HMDB0031048
245.16226	C12 H23 N O4	2-Methylbutyroylcarnitine	NA	HMDB0000378	Fatty acyls[FA]	NA	HMDB0000378
334.2502	C21 H34 O3	"(+/-)-CP 47,497-C7-Hydroxy metabolite"	NA	NA	NA	NA	Reference-4910
274.04072	C13 H10 N2 O3 S	Phenylbenzimidazole sulfonic acid	NA	NA	NA	NA	PB00292
258.08875	C15 H14 O4	ONONETIN	NA	NA	NA	NA	PB00529
326.19099	C18 H30 O3 S	4-Dodecylbenzenesulfonic Acid	NA	HMDB0059915	Benzene and derivatives	NA	HMDB0059915
258.18268	C14 H26 O4	Tetradecanedioic acid	NA	HMDB0000872	Fatty acyls[FA]	NA	HMDB0000872
374.28147	C24 H38 O3	LITHOCHOL-11-ENIC ACID	NA	NA	NA	NA	PB01223
446.08418	C21 H18 O11	Apigenin 7-glucuronide	NA	HMDB0240480	"Amino acids, peptides, and analogues"	NA	HMDB0240480
224.10449	C12 H16 O4	Olivetolcarboxylic acid	NA	NA	NA	NA	PB00167
483.30106	C26 H45 N O5 S	taurolithocholic acid	NA	NA	NA	NA	PB00040
252.1106	C12 H16 N2 O4	Tyrosylalanine	NA	NA	NA	NA	Reference-751
238.099	C16 H14 O2	Benzyl cinnamate	NA	NA	NA	NA	Reference-3330
341.29245	C20 H39 N O3	N-Acetylsphingosine	NA	NA	NA	NA	Reference-1374
316.20334	C20 H28 O3	"7-ethenyl-1,4a,7-trimethyl-6-oxo-2,3,4,8,8a,9,10,10a-octahydrophenanthrene-1-carboxylic acid"	NA	NA	NA	NA	PB01800
346.25025	C22 H34 O3	"3Beta-Hydroxy-23,24-Bisnorchol-5-Enic Acid"	NA	NA	NA	NA	PB00998
316.23973	C21 H32 O2	"5-(8,11-Pentadecadienyl)-1,3-benzenediol"	NA	HMDB0038534	Phenols and derivatives	NA	HMDB0038534
297.10686	C11 H15 N5 O5	N2-Methylguanosine	NA	HMDB0005862	Purines and derivatives	NA	HMDB0005862
366.24006	C21 H34 O5	Pertusaric acid	NA	NA	NA	NA	PB00058
292.13063	C16 H20 O5	curvularin	NA	NA	NA	NA	PB00397
